stock_code,transaction_date,pattern_type,pattern_explanation
600785.SH,20260707,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
600796.SH,20260707,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
600866.SH,20260707,分时脉冲,盘中出现较快的拉升回落或试探动作，节奏短促，更多体现为脉冲型波动。
601999.SH,20260707,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
603028.SH,20260707,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
603075.SH,20260707,尾盘突袭,尾盘最后一段成交明显放大，股价临近收盘快速抬升，带有集中做强收盘的意味。
603118.SH,20260707,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
603331.SH,20260707,分时脉冲,盘中出现较快的拉升回落或试探动作，节奏短促，更多体现为脉冲型波动。
603359.SH,20260707,分时脉冲,盘中出现较快的拉升回落或试探动作，节奏短促，更多体现为脉冲型波动。
603686.SH,20260707,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
603700.SH,20260707,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
688560.SH,20260707,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
600161.SH,20260707,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
601117.SH,20260707,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
600009.SH,20260707,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
603893.SH,20260707,连续小单推升,单笔成交偏小但买入力度持续，股价重心缓慢上移，属于较隐蔽的推升形态。
601186.SH,20260707,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
600893.SH,20260707,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
688082.SH,20260707,大单吸筹,全天维持偏强上攻，成交额与单笔成交偏大，像是主导资金持续承接并主动推高。
601009.SH,20260707,尾盘突袭,尾盘最后一段成交明显放大，股价临近收盘快速抬升，带有集中做强收盘的意味。
600025.SH,20260707,尾盘突袭,尾盘最后一段成交明显放大，股价临近收盘快速抬升，带有集中做强收盘的意味。
688008.SH,20260707,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
601328.SH,20260707,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
601939.SH,20260707,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
688169.SH,20260707,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
601872.SH,20260707,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
601398.SH,20260707,大单吸筹,全天维持偏强上攻，成交额与单笔成交偏大，像是主导资金持续承接并主动推高。
600018.SH,20260707,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
