stock_code,transaction_date,pattern_type,pattern_explanation
000422.SZ,20260709,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
000423.SZ,20260709,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
000425.SZ,20260709,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
000426.SZ,20260709,分时脉冲,盘中出现较快的拉升回落或试探动作，节奏短促，更多体现为脉冲型波动。
000428.SZ,20260709,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
000429.SZ,20260709,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
000430.SZ,20260709,分时脉冲,盘中出现较快的拉升回落或试探动作，节奏短促，更多体现为脉冲型波动。
000488.SZ,20260709,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
000498.SZ,20260709,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
000501.SZ,20260709,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
000503.SZ,20260709,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
000504.SZ,20260709,分时脉冲,盘中出现较快的拉升回落或试探动作，节奏短促，更多体现为脉冲型波动。
000505.SZ,20260709,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
000506.SZ,20260709,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
000507.SZ,20260709,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
000509.SZ,20260709,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
000510.SZ,20260709,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
000513.SZ,20260709,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
000514.SZ,20260709,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
000516.SZ,20260709,分时脉冲,盘中出现较快的拉升回落或试探动作，节奏短促，更多体现为脉冲型波动。
000517.SZ,20260709,分时脉冲,盘中出现较快的拉升回落或试探动作，节奏短促，更多体现为脉冲型波动。
