stock_code,transaction_date,pattern_type,pattern_explanation
603021.SH,20260710,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
600376.SH,20260710,大单吸筹,全天维持偏强上攻，成交额与单笔成交偏大，像是主导资金持续承接并主动推高。
603315.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
688819.SH,20260710,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。 缺失原始数据，按当日市场中位水平补全判断。
600478.SH,20260710,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
600281.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
600067.SH,20260710,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
603686.SH,20260710,尾盘突袭,尾盘最后一段成交明显放大，股价临近收盘快速抬升，带有集中做强收盘的意味。
688516.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
601778.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
600195.SH,20260710,连续小单推升,单笔成交偏小但买入力度持续，股价重心缓慢上移，属于较隐蔽的推升形态。
688717.SH,20260710,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。 缺失原始数据，按当日市场中位水平补全判断。
600960.SH,20260710,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
600969.SH,20260710,连续小单推升,单笔成交偏小但买入力度持续，股价重心缓慢上移，属于较隐蔽的推升形态。
600796.SH,20260710,尾盘突袭,尾盘最后一段成交明显放大，股价临近收盘快速抬升，带有集中做强收盘的意味。
603517.SH,20260710,尾盘突袭,尾盘最后一段成交明显放大，股价临近收盘快速抬升，带有集中做强收盘的意味。
605066.SH,20260710,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
603900.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
603612.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
688560.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
600797.SH,20260710,连续小单推升,单笔成交偏小但买入力度持续，股价重心缓慢上移，属于较隐蔽的推升形态。
603027.SH,20260710,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
600590.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
600782.SH,20260710,连续小单推升,单笔成交偏小但买入力度持续，股价重心缓慢上移，属于较隐蔽的推升形态。
603328.SH,20260710,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
601083.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
603028.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
605196.SH,20260710,大单吸筹,全天维持偏强上攻，成交额与单笔成交偏大，像是主导资金持续承接并主动推高。
600963.SH,20260710,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
600448.SH,20260710,连续小单推升,单笔成交偏小但买入力度持续，股价重心缓慢上移，属于较隐蔽的推升形态。
601218.SH,20260710,连续小单推升,单笔成交偏小但买入力度持续，股价重心缓慢上移，属于较隐蔽的推升形态。
600257.SH,20260710,尾盘突袭,尾盘最后一段成交明显放大，股价临近收盘快速抬升，带有集中做强收盘的意味。
600706.SH,20260710,尾盘突袭,尾盘最后一段成交明显放大，股价临近收盘快速抬升，带有集中做强收盘的意味。
603008.SH,20260710,尾盘突袭,尾盘最后一段成交明显放大，股价临近收盘快速抬升，带有集中做强收盘的意味。
600186.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
600353.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
605358.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
600176.SH,20260710,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
600150.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
600172.SH,20260710,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
603893.SH,20260710,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
600276.SH,20260710,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。
603011.SH,20260710,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
603091.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
688137.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
603726.SH,20260710,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
600262.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
603435.SH,20260710,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
601065.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
600549.SH,20260710,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
603155.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
688685.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
601211.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
600309.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
688613.SH,20260710,尾盘突袭,尾盘最后一段成交明显放大，股价临近收盘快速抬升，带有集中做强收盘的意味。
688126.SH,20260710,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
600226.SH,20260710,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
603489.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
688592.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
601636.SH,20260710,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
688687.SH,20260710,日内套利,日内振幅较大但收盘偏离不深，更像在区间里反复高抛低吸做差价。 缺失原始数据，按当日市场中位水平补全判断。
600428.SH,20260710,大单吸筹,全天维持偏强上攻，成交额与单笔成交偏大，像是主导资金持续承接并主动推高。
600552.SH,20260710,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
600030.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
600110.SH,20260710,盘中诱多,盘中一度尝试上攻，但收盘回落到偏弱位置，带有吸引跟风后转弱的特征。
600370.SH,20260710,尾盘突袭,尾盘最后一段成交明显放大，股价临近收盘快速抬升，带有集中做强收盘的意味。
688582.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
688008.SH,20260710,对倒拉升,成交活跃度与价格波动同步放大，盘口节奏偏快，存在制造活跃度并拉升股价的迹象。
603060.SH,20260710,连续小单推升,单笔成交偏小但买入力度持续，股价重心缓慢上移，属于较隐蔽的推升形态。
